Book Name,Price,Rating,Url
A Practical Guide to Data Analysis for Physical Science Students,$9.83,3.9 out of 5 stars,https://www.amazon.com/Practical-Analysis-Physical-Science-Students-ebook/dp/B01N9JY3S6/ref=sr_1_285?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-285
"Hands-On Exploratory Data Analysis with Python: Perform EDA techniques to understand, summarize, and investigate your data",$17.19,3.9 out of 5 stars,https://www.amazon.com/Hands-Exploratory-Data-Analysis-Python-ebook/dp/B0862CNFLZ/ref=sr_1_286?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-286
"Big Data Application: Machine Learning, Data Life Cycle, Financial Analyst, Data Analyst, Data Science, Data Driven, Data Analysis, Information Technology,",$0.00,,https://www.amazon.com/Big-Data-Application-Information-Technology-ebook/dp/B09N91Y3CG/ref=sr_1_287?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-287
Data Analysis and Machine Learning with Kaggle: How to compete on Kaggle and build a successful career in data science,$39.99, ,https://www.amazon.com/Data-Analysis-Machine-Learning-Kaggle/dp/1801817472/ref=sr_1_288?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660355&sprefix=data+%2Caps%2C420&sr=8-288
"Market Segmentation Analysis: Understanding It, Doing It, and Making It Useful (Management for Professionals)",$0.00,4.4 out of 5 stars,https://www.amazon.com/Market-Segmentation-Analysis-Understanding-Professionals-ebook/dp/B07FQDSF3X/ref=sr_1_289?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-289
"The Definitive Guide to DAX: Business Intelligence for Microsoft Power BI, SQL Server Analysis Services, and Excel Second Edition (Business Skills)",$32.58,4.7 out of 5 stars,https://www.amazon.com/Definitive-Guide-DAX-intelligence-Microsoft/dp/1509306978/ref=sr_1_290?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-290
"Marketing: Research Methodology, Design, Methods, Analysis, Questions, Proposal, Report Writing, Quick Reference Guide Handbook, Education, Psychology, Quantitative, Qualitative and Mixed Methods.",$0.00,,https://www.amazon.com/Marketing-Methodology-Psychology-Quantitative-Qualitative-ebook/dp/B09NH3DSFK/ref=sr_1_291?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-291
SQL for Data Analytics: Perform fast and efficient data analysis with the power of SQL,$28.49,4.4 out of 5 stars,https://www.amazon.com/SQL-Data-Analytics-efficient-analysis/dp/1789807352/ref=sr_1_292?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-292
Excel 2021: The Step-By-Step Guide to Master Excel in Less than 30 Minutes A Crash Course with Practical Examples and Unique Smart Methods to Become an Expert Your All-In-One Guide,$19.90,5.0 out of 5 stars,https://www.amazon.com/Excel-2021-Step-Step-All/dp/B09KNGDKZN/ref=sr_1_293?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-293
"Computational Bayesian Statistics: An Introduction (Institute of Mathematical Statistics Textbooks, Series Number 11)",$39.99,5.0 out of 5 stars,https://www.amazon.com/Computational-Bayesian-Statistics-Introduction-Mathematical/dp/1108703747/ref=sr_1_294?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-294
Data Analysis in Sport (Routledge Studies in Sports Performance Analysis),$54.10,4.4 out of 5 stars,https://www.amazon.com/Analysis-Routledge-Studies-Sports-Performance-ebook/dp/B00OZLQ30Q/ref=sr_1_295?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-295
Trustworthy Online Controlled Experiments: A Practical Guide to A/B Testing,$34.99,4.6 out of 5 stars,https://www.amazon.com/Trustworthy-Online-Controlled-Experiments-Practical/dp/1108724264/ref=sr_1_296?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-296
Qualitative Data Analysis with ATLAS.ti,$42.00,4.7 out of 5 stars,https://www.amazon.com/Qualitative-Data-Analysis-with-ATLAS-ti/dp/1526458926/ref=sr_1_297?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-297
Interactive Visual Data Analysis (AK Peters Visualization Series),$69.70, ,https://www.amazon.com/Interactive-Visual-Analysis-Peters-Visualization/dp/0367898756/ref=sr_1_298?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-298
Practical Time Series Analysis: Prediction with Statistics and Machine Learning,$50.91,4.1 out of 5 stars,https://www.amazon.com/Practical-Time-Analysis-Prediction-Statistics/dp/1492041653/ref=sr_1_299?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-299
Doing Bayesian Data Analysis: A Tutorial with R and BUGS,$0.00,4.7 out of 5 stars,https://www.amazon.com/Doing-Bayesian-Data-Analysis-Tutorial/dp/0123814855/ref=sr_1_300?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-300
Python Programming: The Ultimate Guides For Making Computer Vision Using Python,$0.00,,https://www.amazon.com/Python-Programming-Ultimate-Guides-Computer-ebook/dp/B09NGPY651/ref=sr_1_301?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-301
Linear Mixed Models: A Practical Guide Using Statistical Software,$24.30,4.8 out of 5 stars,https://www.amazon.com/Linear-Mixed-Models-Practical-Statistical-ebook/dp/B00866H4G8/ref=sr_1_305?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-305
Tensor Computation for Data Analysis,$120.49, ,https://www.amazon.com/Tensor-Computation-Data-Analysis-Yipeng/dp/3030743853/ref=sr_1_306?crid=27E68Q3L17CGO&keywords=data+analysis&qid=1639660361&sprefix=data+%2Caps%2C420&sr=8-306
