Name,Address,Facilities,Avg_price_per_night,Rating
Class Hotel,"Iseyin, Oyo - Off Peller Road, Iseyin Oyo State, Nigeria.",RestaurantBar,"₦1,500avg/night",
RIVERSIDE LUXURY HOTELS,"Saki, Oyo - Jedu Estate, Saki West, Oyo, Nigeria",,"₦3,580avg/night",
Hekky Guest House ,"Ogbomosho, Oyo - Ajagungbade Layout ,Lautech Road, Ogbomoso",,"₦3,000avg/night",
Peace ,"Ibadan, Oyo - Army Barrack Road Off, St Louis Grammar School Roa...",,"₦3,000avg/night",
Bino Hotel  (Formerly Lizzy Guest House),"Ibadan, Oyo - 40 Adenle Avenue, Off Mokola Hill Road, Opposite A...",Bar,"₦3,000avg/night",9.6 ExcellentFrom 1 review
Taolad Hotel ,"Ibadan , Oyo - Lagos/Ojoo Expressway, Before Agbowo Bus Stop, Adu...",RestaurantBar,"₦4,000avg/night",
Baton Hotel ,"Ibadan, Oyo - 1, Road 1, Isokan Estate, Along Olorunda Road, Iba...",Restaurant,"₦3,000avg/night",6.0 Very GoodFrom 1 review
Babifona Resort,"Oyo Town, Oyo - Along Ogbomosho-Ilorin Road, Beside Oyo East L.G S...",Restaurant,"₦3,510avg/night",
POA Guest House,"Ibadan, Oyo - Bodija Market Junction,Ojoo Expressway, Ibadan",,"₦2,925avg/night",
Value City Guest House,"Ibadan, Oyo -  105 Poly Road, Sango",Restaurant,"₦4,500avg/night",
Garden Of Delight Guest House,"Ibadan, Oyo - 3 Olutunde Ojo Way, Bankole Bernard Street, Orita ...",,"₦4,000avg/night",
Glory View Hotels,"Ibadan, Oyo - 6C, Adenuga Street Kongi, New Bodija, Ibadan North",RestaurantBar,"₦8,000avg/night",
Magreth Event Centre ,"Ibadan, Oyo - Jagada Road, Idi-oro Elewa, Ologuneru, Beside Seed...",,"₦3,000avg/night",
New Abal Hotel,"Ibadan, Oyo - Plot 3, Block Xxi Bashorun, Akobo, Ibadan",RestaurantBar,"₦8,000avg/night",
Freedom Court Hotel,"Ibadan , Oyo - Babatunde Oyerinde Street, Aba-Apata, Ijokodo, San...",RestaurantBar,"₦3,000avg/night",
Comfort Guest Inn,"Ibadan, Oyo - Olororo Faderera Street, Orita Challenge",RestaurantBar,"₦4,000avg/night",
Saotone International Motels,"Ibadan, Oyo - Darlington Street, Elizabeth Road, Mokola, Ibadan",Bar,"₦2,925avg/night",9.6 ExcellentFrom 1 review
De-Regent Hotel,"Ibadan, Oyo - Akingbile Oluana Estate, Moniya, Ibadan",RestaurantBar,"₦6,000avg/night",
Playon Hotels And Lounge,"Ogbomosho, Oyo - 14 Safejo NTA Area Ikoyi Road, Ogbomosho, Nigeria",RestaurantBar,"₦3,500avg/night",
Camp Zion Suites ,"Ogbomosho, Oyo - Aroje, Ogbomoso",,"₦2,500avg/night",
Riverside Hotel Nigeria Limited,"Ibadan, Oyo - Plot 2, Off Mrs J.O Kila\'s Layout, Ikolaba Bodija...",,"₦5,600avg/night",
Pees Fun Plaza,"Adaba, Oyo - Awonton, Adaba Off Akufo Road, After Lifeforte Int...",,"₦9,125avg/night",
Happy Day Guest House,"Ilora, Oyo - Along Elekara - Ibadan Road, Ilora Oyo State Niger...",,"₦1,200avg/night",
Joanis Guest House,"Ibadan, Oyo - 6 Ibrahim Taiwo Avenue, New Bodija",Restaurant,"₦7,700avg/night",6.7 Very GoodFrom 4 reviews
Rockwell Guest House,"Ibadan, Oyo - 3 Elewura Street, Behind GLO Office Challenge",,"₦2,000avg/night",2.0 FairFrom 1 review
Womai Guest House,"Ibadan, Oyo - Opposite Access Cathedral, Behind Canopy Seller Il...",Restaurant,"₦3,500avg/night",
De-aces Hotels And Conference Centre Ltd,"Apete,Ibadan, Oyo - Km 2.5 Ijokodo-Apete-Awotan Rd, Ibadan",,"₦7,500avg/night",
City Centre House,"Ibadan, Oyo - N6/328 Balogun Street, Beside Vision House Mokola",RestaurantBar,"₦3,400avg/night",
Plaza Park Hotel Ltd,"Ibadan, Oyo - 96, UI - Bodija Express Way, Ibadan",,"₦7,050avg/night",
Blackgold Guest House,"Ibadan, Oyo - 2 Prince Odediran Street, Off Ganiyu Bello, Felele...",,"₦3,325avg/night",
LA Quencha Guest House,"Ibadan, Oyo - 67 Obafemi Awolowo Way, Oke-Bola ",Restaurant,"₦2,000avg/night",4.4 GoodFrom 1 review
Majerita Hotel And Suites,"Ibadan, Oyo - Off Adeoyo State Hospital Road, Ring Road, Ibadan",,"₦9,775avg/night",
House 9 Guest House,"Ibadan, Oyo - 18, Lam Adesina Street, Felele, Ibadan",,"₦3,000avg/night",
African Guest House ,"Ibadan , Oyo - Adelubi Area, Opp Halleluyah Clinic, New Life Road...",,"₦1,500avg/night",
Lolly Suite,"Ibadan, Oyo - Onigbodogi Area, Arola Apete, Ibadan",,"₦3,570avg/night",
Silver Palace Motel,"Iseyin, Oyo - Along Okeho Road Ogbakute",RestaurantBar,"₦2,350avg/night",
 Maxwell Guest House ,"Ibadan, Oyo - Ifelodun Olounloyo Akanran Road",RestaurantBar,"₦2,000avg/night",
FREEDOM HOTEL," Saki, Oyo - Ajegunle,",,"₦4,095avg/night",
B-Gold Hotel,"Ibadan, Oyo - Orita Challenge, Babalola Estate, Odo-Ona Elewe Ro...",,"₦4,950avg/night",
G 12 Hotel,"Iseyin, Oyo - Off Barrack Area, Iseyin Oyo State  Nigeria",Bar,"₦2,350avg/night",
Motel De Comfort,"Saki, Oyo - Behind Etisalat Mask, Sango Market",Bar,"₦1,500avg/night",
Docemo Hotels,"Ibadan, Oyo - 29/30, Abobade Way, Ologuneru, Ibadan",,"₦10,500avg/night",
Trulli Hotels,"Ibadan, Oyo - 12B Faith Avenue, Rumuomasi",,"₦8,000avg/night",
Davies Hotel Limited (Annex),"Ibadan, Oyo -  7/8 Adeyi Avenue, Old Bodija",Restaurant,"₦15,750avg/night",
Plaza De Aruna Hotel,"Ibadan, Oyo - Akinyele Oyo Road, Opposite  Eleekara Market, Akin...",RestaurantBar,"₦4,000avg/night",
Westshore Hotels Limited,"Ibadan, Oyo - Oluyole Estate Road.",Restaurant,"₦12,000avg/night",
Royal Bell T,"Ibadan, Oyo - 1 Ayen Layout Orita Challenge",RestaurantBar,"₦3,000avg/night",
Femalk Hotel ,"Oyo Town, Oyo - 139 Ibadan Road, Sawmill",RestaurantBar,"₦2,590avg/night",
Shiata Guest House,"Ibadan, Oyo - 13, Kola Adewoyin Street, Agbowo, Off Nasu Road, A...",RestaurantBar,"₦2,420avg/night",
Alagbada Hotel,"Ibadan, Oyo - Ogbere Ti Oya, Ibadan",,"₦2,925avg/night",
De-Aces Hotels & Conference Centre LTD,"Ibadan, Oyo - K.M 2.5 Ijokodo-Apete-Akufo Road",InternetPoolBar,"₦10,000avg/night",
Holly Field Hotel Limited,"Ibadan, Oyo - Sango Eleyele Road, Ijokodo Area, Behind Petrol St...",Bar,"₦5,000avg/night",
Inhouse Guest House,"Ibadan, Oyo - 20, Arisekola Street, Off Oluwo Kekere, Basorun/Bo...",,"₦4,000avg/night",
Corner Star Guest House,"Ibadan, Oyo - Opposite Technical College, Iwo Road, Illora",RestaurantBar,"₦1,000avg/night",
Generations Hotels ,"Ibadan, Oyo - Ayegun/Arola Road, Behind The Polytechnic North Ca...",InternetRestaurantBar,"₦7,350avg/night",
Unique Palace Hotel,"Ibadan, Oyo - 3a, Temidire Off Agbamu Road, Sanyo, Ibadan",,"₦3,000avg/night",
B J Guest House,"Ibadan, Oyo - Olodo Bank Junction Off Iwo Road, Olodo, Ibadan",Restaurant,"₦2,425avg/night",
Abundant PG Inn,"Ogbomosho, Oyo - Along Hossana Hostel, Under-G Area, Ogbomoso",,"₦2,500avg/night",
Moonlight Supreme Hotel,"Ibadan, Oyo - 20 Alarere Layout, New Ife Road",RestaurantBar,"₦3,500avg/night",
Wemi Guest House,"Ibadan, Oyo - Off 2nd Gate, Opeyemi Area, Opp East Gate Nursey ",RestaurantBar,"₦3,000avg/night",
Gbemade Royal Hotel,"Ibadan, Oyo - Gbemade Drive, Off Leyland/Olodo Iwo Road, Express...",,"₦5,500avg/night",
KrisCool Hotel And Suites Ltd,"Ibadan, Oyo - 46, Temidire Odoba, Near Molete, Ibadan",RestaurantBar,"₦2,925avg/night",
Lataad Hotel,"Ibadan, Oyo - Latinwo Estate, Oppoosite Baptist Grammar School I...",,"₦5,038avg/night",
Floreb Exclusive Hotel Ltd,"Ibadan, Oyo - 30, Aromolaran Street, Beside Loyola College, Old ...",RestaurantBar,"₦9,900avg/night",
HollyLand Hotel,"Iseyin, Oyo - Opposite Our Lady Hospital, Iseyin",,"₦1,820avg/night",
BQ Premium Bar And Hotel,"Ibadan, Oyo - 1, Bode Kumapayi Street, Ibadan, Nigeria",RestaurantBar,"₦5,000avg/night",
Metro View Guest House,"Ibadan, Oyo - Plot 4 Alhaji Abass Layout, Behind Ogbere Police S...",,"₦3,500avg/night",
THE RESIDENCE ROYALE HOTEL ,"Ilora, Oyo - Obanako Area, Cele Road ",,"₦4,000avg/night",
Marvelous Royal Guest House,"Ibadan, Oyo - Off Odo-Ona Elewe, Orita Challenge, Behind Jehovah...",RestaurantBar,"₦2,500avg/night",
Bolan Suite And Garden,"Ogbomosho, Oyo - Yoaco Area, Ogbomoso",,"₦4,000avg/night",
Hotel De Vasco,"Ibadan, Oyo - Gangansi Oritamerin, Ibadan",,"₦3,500avg/night",
Oluomo MMK Motel,"Ibadan, Oyo - Alagbon Village, Kumakayi Road, Olodo, Ibadan",,"₦2,930avg/night",
B Option Suite ,"Ogbomosho, Oyo - Isale General Area, Ogbomoso, Nigeria",,"₦4,000avg/night",
Siktiam Hotels Limited ,"Ogbomosho , Oyo - Ikirun Road, Ogbomosho, Ogbomosho South, Oyo ",,"₦3,000avg/night",
Afotem Hotels ,"Alakia, Oyo - Old Ife Road, Alakia, By Ibadan Local Airport. Iba...",RestaurantBar,"₦10,000avg/night",
Ola Royal Hotel,"Ilora, Oyo - KM 5, Oyo-Ibadan Expressway, Ilora, Nigeria",RestaurantBar,"₦2,500avg/night",
Bulad Executive Hotels ,"Ibadan , Oyo - 3, Adeshina Close, Wakajaiye, Iyana Church, Egbeda...",Restaurant,"₦4,000avg/night",
NW 9 Hotel,"Ibadan, Oyo - 212A, Onireke Layout, Onireke, Ibadan",Bar,"₦3,276avg/night",
Best Motel,"Ibadan, Oyo - Odo Ona Elewe Road, Behind Jehovah Witness Hall, O...",Bar,"₦3,000avg/night",
Omola Guest Inn,"Ibadan, Oyo - No. 12 Ayo Adesina Close, Holy Trinity Grammar Sch...",Restaurant,"₦4,880avg/night",
Klassic Hotel ,"Ibadan, Oyo - Abayomi Iwo Road, Opposite Balloon Building, Ibada...",,"₦4,700avg/night",3.2 FairFrom 1 review
Olive Garden Motel,"Ibadan, Oyo - Opposite Alawaye Bus-stop, Akanran Road, Olorunsog...",RestaurantBar,"₦2,500avg/night",
Oloye Hotel And Suite,"Ibadan, Oyo - Near Zartech Office, Podo Ibadan, After Top One Ga...",,"₦6,500avg/night",
White Ox Hotel,"Ogbomosho, Oyo - Plot 1-4 Otamakun Road Baptist High School Area, O...",RestaurantBar,"₦7,350avg/night",
Johnson And Ladejo Hotel,"Lbadan, Oyo - Plot 38-40 Rev. Opeolu Layout,  Orita Merin, Elebu...",,"₦3,000avg/night",10.0 ExcellentFrom 1 review
Mofes Hotel & Suite,"Ibadan, Oyo - Odola Estate Idi Mango, Soka",,"₦2,500avg/night",
Y.K OLAOMO HOTEL,"Iseyin, Oyo - Along Saki Road Iseyin Sawmill",,"₦2,925avg/night",
Queensway Resort Exotic Suites,"Ibadan, Oyo - 21 Adekoya Majekodunmi Avenue, Iyaganku, G.R.A., I...",,"₦13,455avg/night",
Dynasty Hotels,"Ibadan, Oyo - Airport Junction, Alakia, Ibadan",,"₦6,000avg/night",
"Oniadex Guest House, Ibadan 1","Ibadan, Oyo - No.12, Akinfewa Hope Road, Alakia, Ibadan",,"₦2,425avg/night",
Maro Guest House,"Iseyin, Oyo - Km 3, Iseyin - Oyo Road, Iseyin",,"₦1,700avg/night",
Blueroof Inn ,"Ibadan, Oyo - Kunle Olatubosun Street Olodi Shasha Ibadan",,"₦4,130avg/night",
Peaceland Guest House,"Ogbomosho, Oyo - Opp Nurudeen Secondary School First Gate Under G R...",,"₦3,000avg/night",
Royal Crown Hotel Suites ,"Ibadan, Oyo - 2, Olaoluwa Zone, Olomi-Olunde Bustop Olomi Ibadan...",RestaurantBar,"₦3,481avg/night",
Osh Inn,"Ibadan, Oyo - 1st Avenue, Iyaganku GRA (off Ring Road) By D'Rova...",,"₦10,000avg/night",
Dandy Guest House,"Ibadan, Oyo - Akomolafe Close,bashorun",,"₦5,400avg/night",
Saofem D Guest House,"Ibadan, Oyo - Along Asegun High School, Asolo B/Stop, Olorunsogo",RestaurantBar,"₦3,000avg/night",
Gemini 6080 Bar And Guest House,"Ibadan, Oyo - Beside NURTW, Wema Bank Along SDP Road, New Ile-If...",,"₦3,000avg/night",
Gerado Guest House,"Ibadan, Oyo - 19 Adediran Layout, Opposite Testing Ground, Iwo R...",,"₦5,200avg/night",
Prestige Guest House,"Ibadan, Oyo - No.3 Mesiogo Street, Moniya",Bar,"₦3,000avg/night",
Molten Magma Hotels,"Saki, Oyo - Oje-owode Road Saki",Bar,"₦2,700avg/night",
Tajog International Motel,"Ibadan, Oyo - Opposite Lita Badge Bustop, Bodija Ibadan Nigeria",Bar,"₦2,000avg/night",
Everlasting Nigeria Limited,"Ibadan, Oyo - Beside Isabatudeen Grammar School, Along Ojoo Expr...",BarGym,"₦5,000avg/night",
Climax Resort,"Oke-Odofin Awe, Oyo - Off Awe Kosobo Road",,"₦2,500avg/night",
Hotel De Patola,"Ibadan, Oyo - Odugbede Area, Jegede, Olorunsogo, Ibadan",,"₦2,350avg/night",
BSB Hotel,"Ibadan, Oyo - No.1 Oke Axis Iwo Road, Ejioku, Ibadan",,"₦4,095avg/night",
Omowunmi Bola Hotel,"Ibadan, Oyo - E4/902, Omowunmi Area, Akanran Road, Orita Aperin,...",,"₦2,340avg/night",
Motel De Royal,"Iseyin, Oyo - Off Okeho Road ,Ogbakuta, Iseyin",,"₦4,650avg/night",
Tura Guest House,"Ibadan, Oyo - 5 Ganiyu Bello",RestaurantBar,"₦2,000avg/night",
Ajegunle Baptist Church Saki Guest House,"Saki, Oyo - Ajegunle, Saki, Nigeria",,"₦2,700avg/night",
Oysadep Guest House,"Saki, Oyo - Koomi Road Ajegunle, Saki, Nigeria",,"₦1,790avg/night",
Makoni Hotels,"Ibadan, Oyo - Km 7, Eleyele- OloguneruIdo Eruwa, Eleyele Ibadan,...",RestaurantBar,"₦3,150avg/night",
IITA Hotel,"Ibadan, Oyo - KM 40 Along The Old Oyo Road, PMB 5320",PoolBar,"₦20,300avg/night",4.9 GoodFrom 9 reviews
Best Western Plus,"Ibadan, Oyo - 25 Jibowu Crescent Iyaganku GRA.  Off MKO Abiola R...",RestaurantPoolBarGym,"₦55,000avg/night",9.3 ExcellentFrom 3 reviews
B-Gold Hotel ,"Ibadan, Oyo - Odo Ona Elewe Road, Oluyole",,"₦3,000avg/night",5.6 GoodFrom 2 reviews
Alheri Suites,"Ibadan, Oyo - 2, Cherry Lane, New Akala Expressway, Off New Gara...",InternetRestaurantBar,"₦11,550avg/night",9.2 ExcellentFrom 2 reviews
Mauve21,"Ibadan, Oyo - Mauve21 Events Centre, By Adeoyo Roundabout, Opp. ...",RestaurantPool,"₦20,000avg/night",
Prestige Suites ,"Ibadan, Oyo - 8,Labeodan Avenue,New Bodija- Ibadan",InternetRestaurant,"₦15,000avg/night",6.0 Very GoodFrom 1 review
The Harrington Inn,"Ibadan , Oyo - No. 11, Dejo Oyelese Street, Adeyi, Old Bodija, Ib...",RestaurantBar,"₦15,000avg/night",
Grand Maridos,"Ibadan, Oyo - Alao Akala Expressway Opposite Ire-akari Estate Ju...",RestaurantPool,"₦25,000avg/night",
Daniest Hotel And Suite,"Ibadan , Oyo - 4, Becley Street, Off Adeyi, Old Bodija, Ibadan",RestaurantPoolGym,"₦15,000avg/night",
E-exclusive Hotel ,"Ibadan, Oyo - E-exclusive Close Near Waec Junction Off Sango Ele...",Restaurant,"₦12,500avg/night",
Danest Hotels & Suites,"Ibadan, Oyo - 4 Beckley Street, Off Adeyi Avenue, Old Bodija, Ib...",PoolBarGym,"₦20,000avg/night",6.0 Very GoodFrom 1 review
The Address 21,"Ibadan, Oyo - 21 Oba Olagbegi Road, Bodija",Restaurant,"₦20,000avg/night",1.1 From 8 reviews
Bally International Motel,"Ibadan, Oyo - 3 Kaka Close Behind, High Court Ring Road",Bar,"₦3,000avg/night",
Bachelors Place,"Ibadan, Oyo - 5 Abegunde Street, Orita Challenge",RestaurantBar,"₦4,500avg/night",7.0 Very GoodFrom 2 reviews
Waterfield Luxury Hotel Limited ,"Ibadan , Oyo - Plots 2 & 3, Basorun Estate, Behind FOODCO Superma...",,"₦20,000avg/night",
SADIM GUEST HOUSE,"Ibadan , Oyo - No 7,Aina Adefolayan Street,Ashi Police Station Ju...",Restaurant,"₦5,000avg/night",4.4 GoodFrom 1 review
Luv Delight Palace,"Ogbomosho, Oyo -  Opposite Ile Ewe Sawmill, Agbara Olorunpo Street,...",RestaurantBar,"₦3,650avg/night",
Bayseone Brickhouse,"Ibadan, Oyo - Dominican University Road, Opposite Nasfat Praying...",,"₦20,000avg/night",
Olympus Hotel & Suites,"Ibadan, Oyo - 29 By 110 Round About, Akinyemi Exit, Off Ring Roa...",RestaurantPoolBar,"₦25,000avg/night",
Link Majestic,"Ibadan, Oyo -   Block 3,Plot 2,Dosu Babatunde Street,  Ibadan",InternetRestaurantBar,"₦17,000avg/night",
Biobak Kitchen And Apartment Hotel,"Ibadan, Oyo - Old Bodija Ibadan",RestaurantBarGym,"₦22,000avg/night",
Jericho Apartments,"Ibadan , Oyo - No 1, Jericho Nursing Home Road, By FoodCo Superma...",,"₦30,000avg/night",
Gemini Hotel And Suites ,"Ibadan , Oyo - No. 12 Remi Adenubi Street, Iyana Felele  ( Olorun...",BarGym,"₦4,000avg/night",
D-Prince Hotels,"Ibadan, Oyo - 10 Okunola Abass Street, Beside Methodist Primary ...",RestaurantBar,"₦7,000avg/night",
Destination Luxury Hotels,"Ogbomosho, Oyo - Besides Former Bank Phb, Ogbomoso Road, Starlight ...",InternetRestaurantBar,"₦12,000avg/night",
Blissfulmates,"Ibadan , Oyo - No. 17 Adeyi Avenue, Old Bodija GRA, Ibadan",,"₦12,000avg/night",
Le Harve Hotels,"Ogbomosho, Oyo - Adjacent 1500LT, Under G, Ogbomoso, 210214, Ogbomo...",InternetRestaurantPoolGym,"₦11,500avg/night",
Fam Hotel Limited,"Ibadan, Oyo - 18, Aaretedo Street, New Bodija, Ibadan",RestaurantBar,"₦3,960avg/night",
Jolanis Guest House,"Ogbomosho, Oyo - Fatimat Junction Under Lautech, Ogbomosho",Bar,"₦3,500avg/night",
Pectoria Guest House,"Ogbomosho, Oyo - No 92, Abogunde Road, Oke Anu, Off Jata Street  Og...",,"₦6,840avg/night",
Wetland Hotels,"Ibadan, Oyo - Plot 2, Block XXI Bashorun Estate Off General Gas,...",,"₦18,000avg/night",
Segthom Hotel And Suites,"Ibadan, Oyo - 18, Surulere Street, Oke-Bola, Ibadan",,"₦4,680avg/night",
Evergreen Hotel,"Ibadan, Oyo - Before Tantalizers, Iwo Road, Ibadan",,"₦2,550avg/night",
Mesi-Ogo Hotel,"Ibadan, Oyo - Cele Bus-Stop, Alakia, Airport Junction, Ibadan",Bar,"₦3,000avg/night",
Ashokas Limited,"Ibadan , Oyo - 27, Dejo Oyelese Street, Off Adeyi, Old-Bodija, Ib...",,"₦25,000avg/night",
Omoobanta Hotel ,"Ibadan , Oyo - 9 Ariyo Street Mosfala, Oluyole",RestaurantBar,"₦1,500avg/night",
Ensymes Suites ,"Ibadan, Oyo - 1 Onireke Layout, After Seed Of Life College, Onir...",RestaurantBar,"₦7,000avg/night",
Mega Palace Hotel,"Ibadan, Oyo - 1, Mega Close, Fajiolu Are, Ife Road, Iwo Road, Iw...",,"₦10,000avg/night",
Busorock Hotel 2,"Ibadan, Oyo - Adegbayi, Old Ife Road, Behind Total Petrol Statio...",,"₦6,435avg/night",
Hamayob Motels,"Ibadan, Oyo - No.6, Lalupon, Ibadan Road, Abioye Village",,"₦2,930avg/night",
Alhires Suites,"Ibadan, Oyo - No.2 Cherry Lane Oluyole",Internet,"₦10,500avg/night",
Alexanders International Hotels And Restaurant,"Ibadan, Oyo - Abiola Mosque, Off Alafara Road, Ologunleru",InternetRestaurant,"₦4,500avg/night",
AJANI VILLA HOTEL,"Ibadan , Oyo - No. 27 Sawmail Area, Moniya, Ibadan",InternetRestaurantBar,"₦3,000avg/night",
High Rock Executive Motel (Boluwaji),"Ibadan, Oyo - Boluwaji Odooba, Elere Road",Bar,"₦2,500avg/night",
The Mangrove Hotel,"Ibadan, Oyo - Opposite Emerald New Complex, Ekotedo",RestaurantBar,"₦2,000avg/night",
KSK HOTEL,"Ibadan, Oyo - 138C Adekola Gboyero Area, Iyana Agbala, Ibadan",,"₦4,000avg/night",
Jutom Guest House,"Ibadan, Oyo - 5, Church Street, Oluyole Estate, Opposite St Mary...",,"₦4,095avg/night",
Olympic Emmanuel Hotel,"Ibadan, Oyo - Toko-Taya Bus-Stop, Erunmu, Ibadan",,"₦2,765avg/night",
City Guest House,"Ibadan, Oyo - No.3, Kola Ishola, Shop Mesan, Iyana Church, Ibada...",,"₦2,500avg/night",
Wet Land Guest Inn,"Ogbomosho, Oyo - Wetland Street Off Inuofebi, Yoaro Area, Lautech, ...",,"₦6,350avg/night",
Camp Zion Suites ,"Ogbomosho, Oyo - Yoaco Area, Old Ilorin Road, Ogbomoso",,"₦3,500avg/night",
Crown Hotel,"Ibadan, Oyo - 1, Adeyinka Adegbite Street, Beside Oluyole Police...",RestaurantBar,"₦5,000avg/night",
 Cyttadel Inn,"Ogbomosho, Oyo - Anglican Youth Fellowship Auditorium Junction, Alo...",Restaurant,"₦4,000avg/night",
Classicus Inn,"Ibadan , Oyo - No. 1-3, Ifelodun Street, Isale Orogun, Adjacent U...",RestaurantBar,"₦18,000avg/night",
Supreme Continental Hotel And Resort,"Ilora, Oyo - Supreme Continental Way, Akibio Layout, Gateway Co...",RestaurantPoolBar,"₦27,500avg/night",
Kett Executive Christain Guest House,"Ibadan, Oyo - Plot 5 House Obasa Street, Oluyole Extention, Oluy...",,"₦4,680avg/night",
Kaslat Executive Hotel,"Ibadan, Oyo - 11-13, IK Dairo, Off Old Ife Road, Ibadan",,"₦5,000avg/night",
Merit Inn,"Ibadan, Oyo - Isero Titun, Adogba Road Montana, Ibadan",,"₦2,000avg/night",
O2 Guest House,"Ibadan, Oyo - Abayi-aba Street, Off Airport Road, Ibadan",,"₦2,980avg/night",
Jaiye Hotel And Suite,"Ibadan, Oyo - Opposite Ibilade Hospital, Iyana Church, Ibadan",,"₦4,500avg/night",
Classic Coterie Guest House,"Ibadan, Oyo - No. 6, Area Kari Street, Odo Oba, Ibadan",,"₦3,510avg/night",
Naira Star Guest House,"Ibadan, Oyo - No. 1 Naira Star Street Moniya",Bar,"₦1,855avg/night",
Flenjo Guest House,"Ibadan, Oyo - No.1 Onigba-Ketu Apete",RestaurantBar,"₦1,823avg/night",
Femkins Guest House,"Oyo Town, Oyo - Opposite Awe High School, Awe",Bar,"₦2,500avg/night",
Plastow Guest Inn,"Ibadan, Oyo - 23, IK Dairo Street Off Old Ife Road, Olaogun, Iba...",RestaurantBar,"₦5,120avg/night",
BK Guest Inn,"Ibadan, Oyo - Alawaye Bus Stop",InternetRestaurantPoolBar,"₦1,600avg/night",
Abideb Guest Inn,"Ogbomosho, Oyo - Abideb Street",,"₦3,500avg/night",
K-Bot Restaurant Hotel And Accomodation,"Saki, Oyo - Irewole Area, Saki, Nigeria",RestaurantBar,"₦1,755avg/night",
Golden Nectar Guest House,"Ibadan, Oyo - Opposite Sara Odo-Ona Area, Moniya, Ibadan Oyo Sta...",RestaurantBar,"₦2,500avg/night",
Charity Co-operative Guesthouse,"Saki, Oyo - Along Ilesha  - Ibadan Road Saki Oyo State Nigeria",Bar,"₦1,500avg/night",
Fishers' Peace Haven,"Ibadan , Oyo - No. 12. Ogan Atoteeru Avenue Larry Gate, Off Palm ...",,"₦18,000avg/night",
Akwaaba Innovations Limited,"Ibadan, Oyo - No 2, Oba Ogundipe Bypass, Liberty Road, Ibadan",RestaurantBar,"₦12,000avg/night",
IBS Hotel,"Ibadan, Oyo - No. 60, Francis Okediji Street, Off Awolowo Avenue...",Restaurant,"₦25,000avg/night",
Elegance Guest House,"Ibadan, Oyo - Idi Iroko Olorunsogo",RestaurantBar,"₦3,000avg/night",
Olafas Hotel ,"Ibadan , Oyo - F4/509, Modina Street, Elekuro, Ibadan South-East,...",Bar,"₦8,000avg/night",
TJ Guest  House,"Ibadan, Oyo - Kwara Road, Ire Akari Estate New Felele",,"₦3,000avg/night",
Hallmark Garden ,"Mabolaje, Oyo - 1 Olabode Street , Off Akinmorin Road Oko-Oba, Mob...",,"₦5,000avg/night",
Baby Bend Guest House,"Awe, Oyo - Opposite Awe High School ",,"₦2,500avg/night",
New Tabamtari Hotel,"Ibadan, Oyo - Modina Elekuro, Ibadan,",,"₦3,042avg/night",
De Exclusive Guest Inn,"Ibadan, Oyo - Transformer Bus Stop, Ioi-Ose Bank, Olodo",,"₦2,930avg/night",
Joks Motel,"Ibadan, Oyo - Atibioke Junction, Akinjobi Street, Sanyo Area, Ib...",,"₦3,500avg/night",
S I Guest House,"Ibadan, Oyo - Abedo Area, Along Old Oyo Road, Moniya, Ibadan",Bar,"₦4,195avg/night",
Macadof Hotel,"Ibadan, Oyo - No.45, Ighadolo Estate, Joel Junction, Olomi Agni ...",,"₦4,500avg/night",
Plurals Inn-House Hotel,"Ibadan, Oyo - Plot 4, Road 2, Tella Area, Akobo-Ojurin, Ibadan",,"₦3,520avg/night",
Gbemade Guest House,"Ibadan, Oyo - Behind Idi-Ito High School, Opposite Q1 Pure Water...",,"₦2,925avg/night",
Sajad Guest House,"Ibadan, Oyo - Lagos- Ibadan Expressway, Soka Bus-stop, Ibadan",,"₦3,450avg/night",
Kitchenette Leisure Inn,"Ibadan, Oyo - 2, Fabunmi Street, Ashi - Bodija, Bodija",,"₦2,938avg/night",
Mesomeric Hotel,"Ibadan, Oyo - No.1 Opasina Street, Elelu 1, Alakia, Ibadan",,"₦4,100avg/night",
Harmony Guest House,"Ibadan, Oyo - By Erunmu Village Junction, Erunmu, Ibadan",Bar,"₦3,000avg/night",
Fusion Hotel,"Ibadan, Oyo - Off New Ife Expressway Oluyole",,"₦3,000avg/night",
Balako Guesthouse,"Saki, Oyo - Balako Afotee Area Saki, Nigeria",Bar,"₦3,000avg/night",
Osupa Guest House,"Oyo Town, Oyo - New Express Iyana Osupa, Idi-ose Area 1 Oyo Town N...",RestaurantBar,"₦2,995avg/night",
Veaa Hotel,"Ibadan, Oyo - No. 6 Arometa, Poly Road, Eleyele, Eleyele, Ibadan...",RestaurantBar,"₦3,500avg/night",
Mikky Top Entertainment Enterprise,"Oyo Town, Oyo - Behind Ojogbodun Police Station, Oyo Town, Nigeria",Bar,"₦4,000avg/night",
"Oniadex Guest House, Ibadan 2","Ibadan, Oyo - 9, Olorunkemi Street, Off Olomi Academy, Olomi, Ib...",Bar,"₦1,600avg/night",
Nice Channel Hotel,"Ibadan South-East, Oyo - No 1, Okolo Street, Oke-Idawo Area, Iseyin",,"₦5,500avg/night",
KY Hotel,"Ogbomosho, Oyo - Oyo Daade Along Gedu-Oroki Road, Isale Oyo",,"₦3,420avg/night",
